Chromophore,Solvent,Quantum yield
CN(C1=CC=C(C([Ge]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,O,0.17
CN(C1=CC=C(C([Si]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,O,0.28
CN(C1=CC=C(C(C2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,CCO,0.71
C/[N+](C)=C1C=C2C(C=C\1)=CC(C(C2(C)C)=C3)=CC=C3N(CC)CC,CO,0.56
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](CC5)CC,CCO,0.63
CC1(C)C2=CC(N3CC)=C(CCC3)C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC,CCO,0.87
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)C(C)=CC(C)(C)N3CC,CCO,0.49
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC)CCN3CC,CCO,0.69
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC,CCO,0.55
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)CCCN3CC,CCO,0.58
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CC4)CC,CCO,0.77
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CCC4)CC,CCO,0.75
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](C(C)(C)C=C4C)CC,CCO,0.62
CN(C)C1=CC=C(C(C2(C)C)=C1)C(C)=C(C2=C/3)C=CC3=[N+](C)\C,CCO,0.58
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCO5,CO,0.61
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCS5,CO,0.41
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCC5,CO,0.61
[NH2+]=C1C2=C(C=CC=C2)C3=NC4=CC=C(N(CC)CC)C=C4OC3=C1,O,0.01
[NH2+]=C1C2=C(C=CC=C2)C3=NC4=CC=C(N5CCCC5)C=C4OC3=C1,O,0.03
[NH2+]=C1C2=C(C=CC=C2)C3=NC4=CC=C(N(CCCS(=O)(O)=O)CCCS(=O)(O)=O)C=C4OC3=C1,O,0.1
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2)=C1,CO,0.34
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,CCO,0.56
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,CCO,0.34
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,CCO,0.41
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,CCO,0.3
CC1(C)C2=C(C=CC=C2)[N+](C)=C1/C=C/C3=C4OC5=C(CCC6)C(N6CCC7)=C7C=C5C(C8=CC=CC=C8C(O)=O)=C4CCC3,CCO,0.34
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](C)=C1/C=C/C4=C5OC6=C(CCC7)C(N7CCC8)=C8C=C6C(C9=CC=CC=C9C(O)=O)=C5CCC4,CCO,0.29
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(N(CC)CC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,ClCCl,0.36
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=C(C)C=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,ClCCl,0.29
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,ClCCl,0.24
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=C7C(N8CCC7)=C(CCC8)C=C6C(/C=C9C(C)(C)C(C=CC=C%10)=C%10N\9CC)=C5CCC4,ClCCl,0.57
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C=C4)C3=[O+]5)C5=C1,CO,0.12
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C(Cl)=C4)C3=[O+]5)C5=C1,CO,0.09
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(N(CC)CC)C=C4)C3=[O+]5)C5=C1,CO,0.07
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(N(CC)CC)C=C4O)C3=[O+]5)C5=C1,CO,0.026
CC/[N+](CC)=C(C=C/1)/C=CC1=C2C=C(C3=CC=CC=C3C(O)=O)C4=CC=C(N(CC)CC)C=C4O\2,O,0.21
CC/[N+](CC)=C(C=C/1)/C=CC1=C2C=C(C3=CC=CC=C3C(O)=O)C4=CC5=C(N(CCC6)CCC5)C6=C4O\2,O,0.32
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C/C3=C\C=C4C=C/C(C=C\4)=[N+](CC)\CC)C(O3)=C1,O,0.018
CC/[N+](CC)=C(C=C/1)/C=CC1=C\C=C2C=C(C3=CC=CC=C3C(O)=O)C4=CC5=C(N(CCC6)CCC5)C6=C4O/2,O,0.02
CC/[N+](CC)=C(C=C1OC/2=O)/C=CC1=CC2=C/C=C3C=C(C4=CC=CC=C4C(O)=O)C5=CC=C(N(CC)CC)C=C5O/3,CO,0.024
CC/[N+](CC)=C(C=C1OC/2=O)/C=CC1=CC2=C/C=C/C=C3C=C(C4=CC=CC=C4C(O)=O)C5=CC=C(N(CC)CC)C=C5O/3,CO,0.01
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C=C(C4=CC(C=CC(N(CC)CC)=C5)=C5OC4=O)OC2=C/1,ClCCl,0.84
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C(OC4=C5C=CC(N(CC)CC)=C4)=O)=C5OC2=C/1,CCO,0.21
CC/[N+](CC)=C1C=CC2=C(C3=C(OC2=C\1)C(C=CC=C4)=C4OC3=O)C5=CC=CC=C5C(O)=O,CCO,0.05
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C(OC4=C5C=C6C7=C4CCCN7CCC6)=O)=C5OC2=C/1,CCO,0.01
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,O,0.09
OC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C(O)=O)=C(C=C/5C)C3=CC5=[NH+]\CC)C=C1,O,0.481
O=C1C=CC(C2=C1)=C(C(C=C2)=C3C4=CC=CC=C4C(O)=O)OC(C3=C5)=CC(NCC)=C5C,O,0.085
OC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C(O)=O)=C(C=C/5)C3=CC5=[N+](CC)\CC)C=C1,O,0.029
O=C1C=CC2=C3OC4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C=CC2=C1,O,0.158
OC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=C(C(O)=O)C=C4C(O)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,O,0.069
O=C1C=CC2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=CC=C(C(O)=O)C=C7C(O)=O)=C3C=CC2=C1,O,0.163
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(O)=CC=C4)=C5OC2=C1,O,0.01
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(OC)=CC=C4)=C5OC2=C1,O,0.34
OC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C(C=C/5)C3=CC5=[N+](C)\C,O,0.041
COC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C(C=C/5)C3=CC5=[N+](C)\C,O,0.09
OC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,O,0.15
COC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,O,0.11
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,O,0.03
CN(C)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(C(O3)=C4C=C5)C=CC4=CC5=O)C3=C1,O,0.09
C/[N+](C)=C1C=CC2=C(C3=C(F)C(F)=C(F)C(F)=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,O,0.01
CN(C)C1=CC=C(C(C2=C(F)C(F)=C(F)C(F)=C2C(O)=O)=C(C(O3)=C4C=C5)C=CC4=CC5=O)C3=C1,O,0.02
C/[N+](C)=C1C=CC2=C(C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,O,0.01
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C1,O,0.18
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C\1,O,0.2
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C(C=CC4=C5C=CC(N)=C4)=C5OC2=C1,O,0.07
NC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C3=CC5=[N+](C)\C)C=C1,O,0.081
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C(C=CC4=C5C=CC(N(C)C)=C4)=C5OC2=C1,O,0.021
NC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,O,0.17
CNC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,O,0.25
NC1=CC2=C(C3=C(C=C2)C(C4=CC(N)=C(N)C=C4)=C5C(C6=C(C=C(N)C=C6)C=C5)=[O+]3)C=C1,O,0.027
NC(C=C1)=C(N)C=C1C2=C3C(C4=C(C=C(N(CC)CC)C=C4)C=C3)=[O+]C5=C2C=CC6=C5C=CC(N(CC)CC)=C6,O,0.015
NC1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N)C=C7)C=C6)=[O+]3)C=C1,O,0.16
CCN(CC)C1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N(CC)CC)C=C7)C=C6)=[O+]3)C=C1,O,0.13
C12=C(CCC3)C4=[N+]3CCCC4=CC1=CC(C5=C2)=C(C6=CC(C=C7C8=C9CCCN8CCC7)=C9C=C6C5%10C(C=CC=C%11)=C%11OC%12=C%10C=CC=C%12)C%13=CC=CC=C%13,ClCCl,0.087
CC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,ClCCl,0.133
CCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,ClCCl,0.092
CC1=CC=CC(C)=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,ClCCl,0.094
COCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,ClCCl,0.076
COC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,ClCCl,0.092
CC(CO)N1CC2=C(N3C=CC=CC3=C2C)C1=O,ClCCl,0.41
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C)C1=O,ClCCl,0.19
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C#N)C1=O,ClCCl,0.76
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C(C)=O)C1=O,ClCCl,0.82
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=CC=C4)C1=O,ClCCl,0.57
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=CC=C4)C1=O,ClCCl,0.27
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CC=C5)C1=O,ClCCl,0.83
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CC=C4)C1=O,ClCCl,0.65
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4)C1=O,ClCCl,0.74
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=C(OC)C=CC=C4)C1=O,ClCCl,0.37
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=C(OC)C=CC=C4)C1=O,ClCCl,0.26
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=C(OC)C=CC=C5)C1=O,ClCCl,0.69
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=C(OC)C=CC=C4)C1=O,ClCCl,0.55
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=C(OC)C=CC=C4)C1=O,ClCCl,0.71
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=CS4)C1=O,ClCCl,0.08
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=CS4)C1=O,ClCCl,0.03
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CS5)C1=O,ClCCl,0.11
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CS4)C1=O,ClCCl,0.15
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CS4)C1=O,ClCCl,0.35
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,ClCCl,0.1
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,ClCCl,0.03
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=C(N(C)C)C=C5)C1=O,ClCCl,0.21
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,ClCCl,0.13
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,ClCCl,0.15
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C#N)C=C4,ClCCl,0.67
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C#N)C=C4,ClCCl,0.58
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C#N)C=C4,ClCCl,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C#N)C=C4,ClCCl,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.33
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.3
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.9
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.9
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C)C=C4,ClCCl,0.63
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C)C=C4,ClCCl,0.24
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C)C=C4,ClCCl,0.88
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C)C=C4,ClCCl,0.8
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(OC)C=C4,ClCCl,0.41
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(OC)C=C4,ClCCl,0.68
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(OC)C=C4,ClCCl,0.69
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,ClCCl,0.22
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,ClCCl,0.42
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,ClCCl,0.4
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,ClCCl,0.18
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,ClCCl,0.2
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4C#N,ClCCl,1.0
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(C#N)=C4,ClCCl,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4Br,ClCCl,0.98
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(Br)=C4,ClCCl,0.96
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4OC,ClCCl,0.82
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(OC)=C4,ClCCl,0.89
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4N(C)C,ClCCl,0.51
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(N(C)C)=C4,ClCCl,0.3
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.5
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(Br)C=C4,ClCCl,0.37
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C(C)=O)C=CC3=C2C4=CC=C(Br)C=C4,ClCCl,0.04
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C(C)=O)C3=C2C4=CC=C(Br)C=C4,ClCCl,0.01
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(OC)C=C4,ClCCl,0.47
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(OC)C=C4,ClCCl,0.73
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C(C)=O)C=CC3=C2C4=CC=C(OC)C=C4,ClCCl,0.03
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C(C)=O)C3=C2C4=CC=C(OC)C=C4,ClCCl,0.01
[O+]1C(C2=CC=CC=C2)=C(C2=C3C4C(=CC=CC=4C(C4C=CC=CC=4)=C(C4C=CC=CC=4)C=13)C=C2)C1C=CC=CC=1,ClCCl,0.85
[O+]1C(C2=CC=C(C)C=C2)=C(C2=C3C4C(=CC=CC=4C(C4C=CC(C)=CC=4)=C(C4C=CC(C)=CC=4)C=13)C=C2)C1C=CC(C)=CC=1,ClCCl,0.62
[O+]1C(C2=CC=C(OC)C=C2)=C(C2=C3C4C(=CC=CC=4C(C4C=CC(OC)=CC=4)=C(C4C=CC(OC)=CC=4)C=13)C=C2)C1C=CC(CC)=CC=1,ClCCl,0.04
FC1C=C(C2C3=C4C5=C(C=CC=C5C=C3)C(C3C=CC=C(F)C=3)=C(C4=[O+]C=2C2C=CC=C(C=2)F)C2C=CC=C(F)C=2)C=CC=1,ClCCl,0.74
ClC1C=CC(C2C3=C4C(C(=C(C5C=CC(=CC=5)Cl)C5C=CC=C(C=C3)C4=5)C3C=CC(=CC=3)Cl)=[O+]C=2C2=CC=C(Cl)C=C2)=CC=1,ClCCl,0.73
C(F)(F)(F)C1=CC=C(C=C1)C1C2=C3C4C(=CC=CC=4C(=C(C4=CC=C(C(F)(F)F)C=C4)C3=[O+]C=1C1=CC=C(C=C1)C(F)(F)F)C1C=CC(=CC=1)C(F)(F)F)C=C2,ClCCl,0.56
C(=O)C1=CC=C(C=C1)C1=C(C2C=CC(C=O)=CC=2)C2=C3C(C=CC4C(C5C=CC(=CC=5)C=O)=C(C5C=CC(C=O)=CC=5)[O+]=C1C=43)=CC=C2,ClCCl,0.53
[O+]1C(C2=CC=CC=C2)=C(C2=C3C=1C(=C(C1C=CC=C(C=C2)C=13)CC)C1=CC=CC=C1)CC,ClCCl,0.45
[O+]1C(=C(C2=C3C=1C(C1C=CC=CC=1)=C(C1C=CC=CC=1)C1C3=C(C=CC=1)C1=CC=CC=C12)C1C=CC=CC=1)C1C=CC=CC=1,ClCCl,0.77
O(C)C1C=CC(=CC=1)C1[O+]=C2C(C3=CC=C(OC)C=C3)=C(C3C=CC(=CC=3)OC)C3C4=C(C5=CC=CC=C5C(=C42)C=1C1C=CC(=CC=1)OC)C=CC=3,ClCCl,0.08
[O+]1C(C2=CC=CC=C2)=C(C2C=CC=CC=2)C2C=C3C4=C5C(C=C3)=CC=CC5=CC3C(=C(C=1C=2C4=3)C1=CC=CC=C1)C1C=CC=CC=1,ClCCl,0.46
O(C)C1C=CC(=CC=1)C1=C(C2=C3C4=C(C=C5C3=C3C(=CC=CC3=C2)C=C5)C(C2C=CC(OC)=CC=2)=C([O+]=C41)C1C=CC(OC)=CC=1)C1C=CC(OC)=CC=1,ClCCl,0.02
[O+]1C(CCC)=C(CCC)C2=C3C=1C(=C(CCC)C1C=C4C5=C(C(C=CC5=CC=C4)=C2)C=13)CCC,ClCCl,0.51
[O+]1C(CCC)=C(C2C=CC3C4=C(C=CC=1C4=2)C=C(C=3CCC)CCC)CCC,ClCCl,0.17
[O+]1C(=C(C2C3C=1C1=CC(=C(C4=CC=CC(C=3C=CC=2)=C41)CCC)CCC)CCC)CCC,ClCCl,0.35
C(=O)(OCC)/C=C/C1=C(N(C)C)C=CC(C2C=C(C(N(C)C)=CC=2)/C=C/C(=O)OCC)=C1,ClCCl,0.25
N(C)(C1=C(/C=C/C(=O)OCC)C=CC(=C1)C1C=C(N(C)C)C(=CC=1)/C=C/C(=O)OCC)C,ClCCl,0.33
C1(OC(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=C1C5=C6C=C4)=C(C7=CC=CC=C7)C=C5OC(C8=CC=CC=C8)=C6C9=CC=CC=C9,ClCCl,0.0213
CC1=CC=C(C)C(C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2)=C1,ClCCl,0.0308
FC1=CC=C(F)C(C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2)=C1,ClCCl,0.0758
CC1=CC=C(OC)C(C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2)=C1,ClCCl,0.0212
ClC1=CC=C(OC)C(C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2)=C1,ClCCl,0.0476
ClC(C(Cl)=C1)=CC=C1C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2,ClCCl,0.0373
COC(C=C1OC)=CC=C1C2=C3OC(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C7=C(C=C6)C(C8=CC=CC=C8)=C(C9=CC=CC=C9)OC7=C2,ClCCl,0.0363
CC1=C2OC(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=C2C6=C(C=C5)C(C7=CC=CC=C7)=C(C8=CC=CC=C8)OC6=C1,ClCCl,0.0156
FC1=CC=C(C=C1)C2=C(C3=CC=C(F)C=C3)OC4=CC=C5OC(C6=CC=C(F)C=C6)=C(C7=C5C4=C2C=C7)C8=CC=C(F)C=C8,ClCCl,0.0464
CC1=C(C2=CC=CC=C2)OC3=CC=C4OC(C5=CC=CC=C5)=C(C)C6=C4C3=C1C=C6,ClCCl,0.07730000000000001
